id produs 1; nume produs 1;id produs 2; nume produs 2;nume categorie
1171208;Mixer de mana Breville VFP070X, 200 W, 5 viteze, Roz;7549094;Mixer Breville Pick & Mix Roz;Mixers
1055450;Mixer vertical Beko HBA6700W, 700 W, 6 viteze, Minitocator, Alb;8321312;Mixer Beko HBA6700W;Mixers
45465;Cutit electric pentru taiat paine Tefal Prepline, 100 W, Alb;6393100;Feliator Tefal 8523.31;Slicers
1079806;Feliator Bosch MAS4000W, putere 100w, grosime felie max 17 mm;7348724;Feliator Bosch MAS4000W;Slicers
1079807;Feliator Bosch MAS6151R, putere 110w, grosime felie max 15 mm, rosu;7372872;Feliator Bosch MAS6151R;Slicers
290418;Feliator Gorenje R 506 E, 150 W, Argintiu;6393106;Feliator Gorenje R506E;Slicers
419534;Feliator Gorenje R 606 E, 150 W, Inox;6393108;Feliator Gorenje R606E;Slicers
1055454;Blender Beko TBN6602W, 600 W, 1.5 l, 4 viteze, Alb;8344446;Blender Beko TBN6602W;Blenders & Choppers
1055455;Blender Beko TBN7802X, 800 W, 1.5 l, Inox;8344445;Blender Beko TBN7802X;Blenders & Choppers
1080163;Blender Electrolux ESB2300 Perfectmix, 450W, 1.5 l, Recipient sticla, Negru/Gri;7955806;Blender Electrolux Perfectmix ESB2300;Blenders & Choppers
822526;Blender Gorenje B600W, 600 W, 1.5 l, 3 viteze, Alb;6393429;Blender Gorenje B600W;Blenders & Choppers
1094826;Blender Gorenje B800E, 600 W, Vas din sticla 1.5 l, 3 viteze + functie Pulse, Accesoriu pentru rasnit cafea, Inox;6392585;Blender Gorenje B800E;Blenders & Choppers
1094827;Blender Gorenje BSM600W, 250 W, 0.6 l, Alb;6392309;Blender Gorenje BSM600W;Blenders & Choppers
875866;Blender Kenwood BL680 Premium Compact, 500W, 1.5 l, 2 viteze + functie Puls, Metalic;6393799;Kenwood Blender BL680 Compact;Blenders & Choppers
875868;Blender Kenwood SB327 Smoothie Maker, 750W, 2 l, 2 viteze, Aluminiu/Crom;6393802;Blender Kenwood SB327;Blenders & Choppers
1032062;Blender Philips Daily Collection HR2052/00, 350 W, 1.25 l, 1 viteza, Functie impuls, Alb;6716087;Blender Philips HR2052/00;Blenders & Choppers
1055451;Minitocator Beko CHG6400W, 400 W, 1 l, Alb;8235938;Mini tocator Beko CHG6400W;Blenders & Choppers
1055453;Minitocator Beko CHG7402X, 400 W, 1 l, Inox;8235937;Mini tocator Beko CHG7402X;Blenders & Choppers
1094863;Tocator Gorenje S400 W, 400 W, 0.5 l, Alb;6392274;Mini tocator Gorenje S400W;Blenders & Choppers
1094862;Tocator Gorenje S400B, 400 W, 1 l, Negru;6392280;Mini tocator Gorenje S400B;Blenders & Choppers
1094860;Tocator Gorenje S450E, 450 W, 1.25 l, Inox;6392281;Mini tocator Gorenje S450E;Blenders & Choppers
422524;Robot de bucatarie DeLonghi Baby Meal KCP 815.R, 850 W, bol 1.5 l, 8 viteze, Rosu/Gri;6412120;DeLonghi Robot de bucatarie Baby Meal KCP815.R;Food processors
597364;Espressor automat DeLonghi Magnifica S ECAM 21.117.B, 1450 W, 15 bar, 1.8 l, Negru;6411804;Expresor de cafea DeLonghi Magnifica S ECAM21.117.B;Espresso machine
800483;Espressor automat Krups Espresseria EA8165, 1450W, 15 bar, 1.7 l, Rosu/Negru;6690109;Expresor de cafea Krups Espresseria EA8165;Espresso machine
1003899;Espressor manual Krups Calvi XP3410, 1460W, 15 bar, 1 l, Negru;6393472;Expresor de cafea Krups XP341010;Espresso machine
1129151;Espressor super-automat Philips HD8834/19, 1850W, Dispozitiv spumare, 15 Bar, Argintiu;8345154;Expresor de cafea Philips HD8834/19;Espresso machine
465166;Cafetiera Philips HD7459/20, 1000 W, 1.2 l, Negru;6392668;Cafetiera Philips HD7459/20;Coffeemakers
844584;Aparat de gatit cu aburi Heinner Master Collection HSA-1000XMC, 1000 W, 12 l, Argintiu/Negru;6622833;Heinner aparat de gatit cu aburi HSA-1000XMC;Steam cook machines & Dehydrators
303329;Aparat de gatit cu aburi Philips HD9140/91, 900 W, Timer, Display Digital, Negru;6392594;Philips Aparat de gatit cu aburi HD9140/91;Steam cook machines & Dehydrators
154558;Aparat de gatit cu aburi Tefal Mini Compact VC130130, 650 W, 6.5 l, Alb;6392971;Tefal Mini Compact plastic 3B VC1301;Steam cook machines & Dehydrators
325442;Deshidrator de alimente Gorenje FDK24DW, 240 W, LED, Temperatura ajustabila, Timer, Alb;6392298;Gorenje Deshidrator de alimente FDK24DW;Steam cook machines & Dehydrators
253477;Cantar de bucatarie Gorenje KT 05 W, 5 kg, Alb;6393721;Cantar de bucatarie Gorenje KT 05 W;Scale kitchen
1094869;Cantar de bucatarie Gorenje KT05GBII, 5 kg, Negru;6393728;Cantar de bucatarie Gorenje KT 05GB II;Scale kitchen
300738;Cantar de bucatarie Gorenje KT05KARIM, 5 kg, Multicolor;6393724;Cantar de bucatarie Gorenje KT 05 KARIM;Scale kitchen
1055458;Prajitor de paine Beko TAM6202W, 870 W, Alb;8317869;Prajitor de paine Beko TAM6202W;Toasters
1129172;Prajitor de paine Breville High Gloss VTT676X-01, 2 felii, Functie reincalzire/dezghetare, Lift&Look, Alb;7387037;Prajitor de paine Breville Toaster Impressions High Gloss;Toasters
1129170;Prajitor de paine Breville Style VTT755X-01, 2 felii, Functie reincalzire/dezghetare, Alb;7387035;Prajitor de paine Breville Toaster Style Alb;Toasters
1129171;Prajitor de paine Breville Style VTT756X-01, 2 felii, Functie reincalzire/dezghetare, Negru;7387036;Prajitor de paine Breville Toaster Style Negru;Toasters
186919;Prajitor de paine Gorenje Pure Line T 900 E, 870 W, 6 Nivele, Pereti reci, Inox/Negru;6393807;Prajitor de paine Gorenje T900E;Toasters
816906;Prajitor de paine Philips HD4825/90, 800 W, 2 felii, Negru/Otel inoxidabil;6393409;Prajitor de paine Philips Daily Collection HD4825/90;Toasters
454953;Prajitor de paine Tefal Dialog TT356110, 850 W, 2 felii, Inox/Negru;6392610;Prajitor de paine Tefal Dialog TT356110;Toasters
873986;Prajitor de paine Zelmer ZTS1710W,930W, 2 felii, Alb;6840753;Prajitor de paine Zelmer ZTS1710W;Toasters
1094840;Sandwich maker Gorenje SM701I, 700 W, Bej;6397887;Sandwich maker Gorenje SM701l;Sandwich-makers & Waffle
807786;Sandwich-maker Gorenje SM703BK, 700 W, 3 seturi de placi, standard, grill si waffe, Negru/Inox;6411112;Sandwich maker Gorenje SM703BK;Sandwich-makers & Waffle
284366;Sandwich-Maker Tefal Avante 2 in 1 SM6038, 710 W, Placi interschimbabile, Inox/Negru;6411105;Sandwich maker Tefal Avante 2 in 1 SM6038;Sandwich-makers & Waffle
136426;Sandwich-Maker Tefal SM155233, 700 W, negru/argintiu;6411110;Sandwich maker Tefal Ultracompact SM155233;Sandwich-makers & Waffle
186925;Rasnita de cafea Delonghi KG 40, 170 W, 90 g, Negru;6392197;Rasnita de cafea DeLonghi KG 40;Grinders
186696;Rasnita de cafea Gorenje SMK 150 B, 150W, 40 g, Negru;6392201;Rasnita de cafea Gorenje SMK150B;Grinders
186906;Rasnita de cafea Gorenje SMK150 W, 150 W, 40 g, Alb;6392196;Rasnita de cafea Gorenje SMK150W;Grinders
1129148;Multicooker PHILIPS Viva Collection HD4731/70, 5l, 980W, Alb;6716220;Philips Viva Collection Multicooker HD4731/70;Multicookers
1094820;Slow cooker Gorenje SVI6B, 550 W, 6 l, Control electronic, Temperatura reglabila, Oprire automata, Argintiu;6393541;Gorenje Masina de gatit sub presiune SVI6B;Multicookers
1093554;Gratar electric Ariete Yaki Grill 798, 800W, Termostat, Argintiu;6392292;Gratar Ariete Yaki Grill;Electric grill
1094836;Gratar electric Gorenje GG1200E, 1200 W, 3 niveluri de temperatura, Inox;6392522;Gratar Gorenje GG1200E;Electric grill
1094839;Gratar electric Gorenje KR1800DSMIDI, 1800 W, termostat, 2 suprafete contact, placi reversibile, Negru;6392286;Gratar Gorenje KR1800DS MIDI;Electric grill
184801;Gratar electric Gorenje KR1800KDP, 1800 W, termostat, Placi reversibile, Negru;6392289;Gratar Gorenje KR1800KDP;Electric grill
335058;Gratar electric Philips HD6323/20, 2000 W, 42 x 24 cm, Indicator temperatura, Capac, Negru;6392518;Gratar Philips HD6323/20;Electric grill
297950;Aspirator cu spalare Zelmer Aquawelt Plus 7920.0ST, 1700W, Filtru HEPA, Alb;6393415;Aspirator Zelmer Aquawelt Plus VC 7920.0 ST;Vacuum cleaners
1055461;Storcator de citrice Beko CJB6040W, 40 W, Alb;8235643;Storcator de citrice Beko CJB6040W;Juice extractors
1055462;Storcator de citrice Beko CJB6100W, 100 W, Alb/Inox;8236006;Storcator de citrice Beko CJB6100W;Juice extractors
400680;Storcator de citrice Gorenje CJ25W, 25 W, Recipient suc 0.6 l, Alb;6392366;Storcator de citrice Gorenje CJ 25 W;Juice extractors
1094824;Storcator de citrice Gorenje CJ90E, 85 W, 1 l, Inox;6393615;Storcator de citrice Gorenje CJ90E;Juice extractors
325011;Mixer de mana Philips HR1459/00, 300 W, 5 viteze, Functie Turbo, Alb;6412009;Mixer Philips Daily Collection HR1459/00;Mixers
1094821;Storcator de fructe si legume cu melc Gorenje JC4800VWY, 200 W, 70 RPM, Recipient suc 0.6 l, Recipient pulpa 0.6 l, Negru/Inox;6392875;Storcator de fructe Gorenje JC4800VWY;Juice extractors
1084152;Storcator de fructe si legume cu melc Hurom GD, 150W, 70 RPM, Recipient pulpa, Alb;6393182;Storcator de fructe Hurom GD-WWC04 Alb;Juice extractors
1084157;Storcator de fructe si legume cu melc Hurom GH Chef, 150W, 70 RPM, Gri;6392925;Storcator de fructe Hurom GH-SBE06;Juice extractors
1084156;Storcator de fructe si legume cu melc Hurom HE, 150W, 70 RPM, Recipient suc 0.3 l, Recipient pulpa, Alb Ivoire;6392921;Storcator de fructe Hurom HE-IBE04 Alb;Juice extractors
1084154;Storcator de fructe si legume cu melc Hurom HE, 150W, 70 RPM, Recipient suc 0.3 l, Recipient pulpa, Gri;6392922;Storcator de fructe Hurom HE-DBE04 Gri;Juice extractors
1084167;Storcator de fructe si legume cu melc Hurom HG Evolution, 150W, 43 RPM, Recipient suc 0.5 l, Recipient pulpa, Gri;6393345;Storcator de fructe Hurom HG-SBE11 Evolution Gri;Juice extractors
1084168;Storcator de fructe si legume cu melc Hurom HG Evolution, 150W, 43 RPM, Recipient suc 0.5 l, Recipient pulpa, Rosu;6393346;Storcator de fructe Hurom HG-EBE11 Evolution Rosu burgund;Juice extractors
1084165;Storcator de fructe si legume cu melc Hurom HH Elite, 150W, 43 RPM, Recipient suc 0.5 l, Recipient pulpa, Rosu;6393342;Storcator de fructe Hurom HH-EBE11 Elite Rosu;Juice extractors
1084163;Storcator de fructe si legume cu melc Hurom HH+, 150W, 43 RPM, Recipient suc 0.5 l, Recipient pulpa, Alb Ivoire;6393339;Storcator de fructe Hurom HH Elite Plus Alb;Juice extractors
1084161;Storcator de fructe si legume cu melc Hurom HH+, 150W, 43 RPM, Recipient suc 0.5 l, Recipient pulpa, Gri;6393344;Storcator de fructe Hurom HH-DBE11 Elite Gri;Juice extractors
1084162;Storcator de fructe si legume cu melc Hurom HH+, 150W, 43 RPM, Recipient suc 0.5 l, Recipient pulpa, Rosu;6393340;Storcator de fructe Hurom HH Elite Plus Rosu;Juice extractors
1084160;Storcator de fructe si legume cu melc Hurom HH, 150W, 70 RPM, Recipient suc 0.5 l, Recipient pulpa, Alb Ivoire;6392923;Storcator de fructe Hurom HH-WBE06 Alb;Juice extractors
1084158;Storcator de fructe si legume cu melc Hurom HH, 150W, 70 RPM, Recipient suc 0.5 l, Recipient pulpa, Gri;6392928;Storcator de fructe Hurom HH-DBE06 Gri;Juice extractors
1084159;Storcator de fructe si legume cu melc Hurom HH, 150W, 70 RPM, Recipient suc 0.5 l, Recipient pulpa, Rosu;6392927;Storcator de fructe Hurom HH-EBE06 Rosu;Juice extractors
1084153;Storcator de fructe si legume cu melc Hurom HN, 150W, 70 RPM, Recipient suc 0.5 l, Recipient pulpa, Gri;6392919;Storcator de fructe Hurom HN-NBC11;Juice extractors
1084170;Storcator de fructe si legume cu melc Hurom HW, 150W, 43 RPM, Recipient suc 1 l, Recipient pulpa, Argintiu;6392913;Storcator de fructe Hurom HW-SBF15;Juice extractors
1006199;Storcator de fructe si legume cu melc Kenwood JMP600WH, 150 W, Recipient suc 0.7 l, Recipient pulpa 1.3 l, Alb;6889145;Storcator de fructe Kenwood JMP600WH;Juice extractors
1179005;Storcator de fructe si legume cu melc Oursson JM7002/GA, 240 W, 60 RPM, Recipient suc 0.5 l, Verde;6392880;Storcator de fructe Oursson JM7002/GA;Juice extractors
1046390;Storcator de fructe si legume cu melc Oursson JM7002/RD, 240 W, recipient suc 1 L, Rosu;6392877;Storcator de fructe Oursson JM7002/RD;Juice extractors
822488;Storcator de fructe si legume Gorenje JC800G, 800 W, Recipient suc 1 l, Recipient pulpa 2 l, 2 Viteze, Tub de alimentare larg, Alb/Verde;6398980;Storcator de fructe Gorenje JC800G;Juice extractors
178760;Storcator de fructe si legume Gorenje JC805E, 800 W, Recipient suc 1 l, Recipient pulpa 2 l, Negru/Inox;6393435;Storcator de fructe Gorenje JC805E;Juice extractors
1094822;Storcator de fructe si legume Gorenje JC900E, 900 W, Recipient suc 1 l, Recipient pulpa 1.5 l, Negru/Inox;8344451;Storcator de fructe Gorenje JC900E;Juice extractors
1022667;Storcator de fructe si legume Heinner TurboMax XF-1000PK, 1000 W, Recipient suc 1 l, Recipient pulpa 2 l, 2 Viteze + Pulse, Tub de alimentare 75 mm, Negru/Roz;6689903;Storcator de fructe Heinner TurboMax 1000 roz;Juice extractors
1079803;Storcator de fructe si legume Kenwood JE880, 2000 W, Recipient suc 1.5 l, Recipient pulpa 3 l, Metalic;6393177;Storcator de fructe Kenwood JE 880;Juice extractors
421461;Fierbator automat pentru ceai Ariete Lipton Aroma 2894, 2400 W, 1 l, Sistem infuzie, Display, Negru;6411705;Fierbator Ariete Aroma 2894;Kettles
1129173;Fierbator Breville High Gloss VKJ944X-01, 1.7 l, 2.4kW, Baza rotativa 360, Alb;7517461;Fierbator Breville Fierbator High Gloss Alb;Kettles
1129169;Fierbator Breville Stylle VKJ9901X-01, 1.7 l, 2.4kW, Baza rotativa 360, Negru;7517462;Fierbator Breville Fierbator Style Negru;Kettles
1129168;Fierbator Breville Stylle VKJ990X-01, 1.7 l, 2.4kW, Baza rotativa 360, Alb;7517460;Fierbator Breville Fierbator Style Alb;Kettles
1021984;Fierbator cordless cu LED setari temperatura Electrolux EEWA7800, 2400 W, 1.7 l, Inox;7197026;Fierbator Electrolux EEWA7800;Kettles
1055460;Fierbator de apa Beko WKD6246W, 2400 W, 1.6 l, Display, Alb;8318753;Fierbator Beko WKD6246W;Kettles
1055459;Fierbator de apa Beko WKM6246W, 2400 W, 1.7 l, Alb;8318013;Fierbator Beko WKM6246W;Kettles
421446;Fierbator DeLonghi Brillante KBJ 2001.W, 2000 W, 1.7 l, Alb;6393083;Fierbator DeLonghi KBJ 2001.W;Kettles
421447;Fierbator DeLonghi Brillante KBJ 2001.W, 2000 W, 1.7 l, Negru;6393084;Fierbator DeLonghi KBJ2001.BK;Kettles
1094834;Fierbator Gorenje K10BKC, 1630 W, vas ceramic 1 l, Negru;6393167;Fierbator Gorenje K10BKC;Kettles
822509;Fierbator Gorenje K10C, 1630 W, 1 l, Ceramic, Alb;6393166;Fierbator Gorenje K10C;Kettles
211496;Fierbator Gorenje K17E, 2200 W, 1.7 l, Negru/Inox;6393632;Fierbator Gorenje K17E;Kettles
822507;Fierbator Gorenje K17G, 2200 W, Vas sticla, 1.7 l, Sticla + inox;6393170;Fierbator Gorenje K17G;Kettles
1094830;Fierbator Gorenje K17GW, 2200 W, vas sticla 1.7 l, Alb;6392740;Fierbator Gorenje K17GW;Kettles
1079802;Fierbator Kenwood SJM021 Kmix, 2.2kW, Indicator apa, Maner SureGrip, Rosu;6393460;Fierbator Kenwood Kmix SJM021;Kettles
328042;Fierbator Tefal KO330130, 2200 W, 1.7 l, Alb;6392341;Fierbator Tefal KO330130;Kettles
891576;Fierbator Zelmer ZCK0279W, 2200W, 1.7l, Inox;6674399;Fierbator Zelmer ZCK0279W;Kettles
430148;Aspirator vertical 2 in 1 Philips PowerPro Duo FFC6162/02, 12 V, 0.6 l, Tehnologie PowerCyclone, Rosu/Negru;6393834;Aspirator Philips PowerPro Duo FC6162/02 2in1;Vacuum cleaners
460399;Periuta de dinti electrica Philips Sonicare DiamondClean HX9332/04, 31000 miscari de curatare/minut, 5 moduri, 2 capete, Alb;6398226;Philips Periuta electrica Sonicare DiamondClean HX9332/04;Electric tooth brushes & Irrigators
460402;Periuta de dinti electrica Philips Sonicare For Kids HX6311/07, 31000 miscari de curatare/minut, 2 programe, 1 capat;6398921;Philips Periuta electrica Sonicare For Kids HX6311/07;Electric tooth brushes & Irrigators
454913;Mixer vertical Tefal Turbomix HB101138, 350 W, 1 viteza, Alb;6393511;Mixer Tefal Turbomix HB101;Mixers
800149;Sandwich-Maker Heinner SM-800, 800 W, Negru/Argintiu;6411101;Sandwich maker Heinner SM-800;Sandwich-makers & Waffle
844563;Cafetiera Heinner Master Collection HCM-1000XMC, 1000 W, 1.2 l, Argintiu/Negru;6622862;Cafetiera Heinner HCM-1000XMC;Coffeemakers
844569;Prajitor de paine Heinner Master Collection HTP-1600XMC, 1600 W, 4 Felii, Argintiu/Negru;6623102;Prajitor de paine Heinner HTP-1600XMC;Toasters
844580;Friteuza Heinner Master Collection HDF-1850XMC, 1850 W, 0.5 kg, 3 l, Display LED, Argintiu/Negru;6680308;Friteusa Heinner HDF-1850XMC;Fryers
833205;Sandwich-maker Breville Panini VST025X-01, 1000 W, Negru/Inox;6411103;Sandwich maker Breville Panini maker;Sandwich-makers & Waffle
917863;Aspirator robot Samsung Visionary Mapping System, 0.6 l, 1 perete virtual;6832960;Aspirator Samsung VR10J5051UD;Vacuum cleaners
932781;Espressor automat Saeco PicoBaristo HD8927/09, 1850W, 15 bar, 1.8l, recipient lapte 0.5l, Inox;6616111;Expresor de cafea Philips Saeco PicoBaristo HD8927/09;Espresso machine
1062747;Aparat de curatat cu abur Dirt Devil Aqua Clean Steam, 1600 W, Rezervor apa 0.5 l, Rezervor detergent 0.3 l, 3.5 kg, Alb;7082092;Aparat de curatat cu abur Dirt Devil AQUAclean Steam Cleaner Mop;Steam cleaning Appliances
1073417;Periuta de dinti electrica Oral-B PRO 500 Cross Action, reincarcabila, curatare 3D, 1 program, 1 capat, Alb/Albastru;6398918;Oral B Periuta electrica PRO 500 Cross Action;Electric tooth brushes & Irrigators
926838;Friteuza Philips Avance Collection HD9240/90, 2100 W, 3L, Multicooker de 1, 2 kg, Negru;6572627;Friteusa Philips Avance Collection Fryer HD9240/90;Fryers
1171204;Mixer de mana Breville VFP068X, 200 W, 5 viteze, Alb;7549092;Mixer Breville Pick & Mix Alb;Mixers
383092;Mixer vertical Bosch MSM64035, 450 W, Alb/Rosu;6398495;Mixer Bosch MSM64035;Mixers
1138266;Mixer vertical multifunctional Oursson HB6070/GA, 600 W, Cube Cutting, Maner Soft Touch, Galben;7616351;Mixer Oursson HB6070/GA;Mixers
1138267;Mixer vertical multifunctional Oursson HB6070/OR, 600 W, Cube Cutting, Maner Soft Touch;7616353;Mixer Oursson HB6070/OR;Mixers
1138268;Mixer vertical multifunctional Oursson HB6070/RD, 600 W, Cube Cutting, Maner Soft Touch;7616352;Mixer Oursson HB6070/RD;Mixers
1128036;Irigator bucal Dr. Mayer  WT3100, Portabil, Alb/Albastru;7722902;Dr. Mayer Irigator bucal WT3100, portabil;Electric tooth brushes & Irrigators
1166381;Statie de calcat Bosch TDS4545,2400 W, Rezervor detasabil 1.3 l, 6 bari, 250 g/min, TouchControl Display, Auto shut-off;8544808;Statie de calcat Bosch TDS4545;Irons, Steam generators & Steam Ironing
960686;Periuta de dinti electrica Philips HX6932/36 Sonicare FlexCare, 2 capete, 3 moduri, Sterilizator UV, Alb/Verde;6754115;Philips Sonicare FlexCare HX6932/36;Electric tooth brushes & Irrigators
800475;Aspirator Rowenta Compacteo Ergo RO5295OA, 3 l, 750 W, HEPA, Negru/Argintiu;6453338;Aspirator Rowenta Compacteo Ergo RO5295 OA;Vacuum cleaners
816918;Robot de aspirare Philips SmartPro Active FC8820/01, 0.4 l, 3 trepte, 4 moduri curatare, Negru;6393675;Aspirator Philips SmartPro Active Robot FC8820/01;Vacuum cleaners
844585;Masina de paine Heinner Master Collection HBM-900XMC, 615 W, 900 g, 12 Programe, Argintiu;6623376;Cuptor de paine Heinner HBM-900XMC;Bread machines
250092;Mixer vertical Philips HR1602/00, 550 W, 0.5 l, Alb;6411666;Mixer Philips Daily Collection HR1602/00;Mixers
1002368;Apa de gura Oral B Clinic Line 500ml;6398477;Oral B Apa de gura Clinic Line 500ml;Electric tooth brushes & Irrigators
162614;Gratar electric Tefal GC305012, 2000 W, 600 cm2;6398385;Gratar Tefal GC305012;Electric grill
1046383;Razatoare Oursson MS2060/IV, 200 W, Alb;6799639;Feliator Oursson MS2060/IV;Blenders & Choppers
1046385;Razatoare Oursson MS2060/OR, 200 W, 6 cutite, Portocaliu;6799640;Feliator Oursson MS2060/OR;Blenders & Choppers
1032070;Periuta de dinti electrica Philips Sonicare DiamondClean HX9372/04, 31000 miscari de curatare/minut, 5 moduri, 2 capete, Ametist;6820186;Philips Sonicare Diamond Clean HX9372/04;Electric tooth brushes & Irrigators
1084484;Irigator bucal Dr. Mayer WT6000, Profesional, Verde;7517452;Dr. Mayer Irigator bucal WT6000 Profesional Verde;Electric tooth brushes & Irrigators
1138269;R‰?ni?? multifunc?ional? Oursson OG2075/GA, 200 W, 75 g;7614968;Rasnita de cafea Oursson OG2075/GA;Grinders
1138270;R‰?ni?? multifunc?ional? Oursson OG2075/OR, 200 W, 75 g;7614969;Rasnita de cafea Oursson OG2075/OR;Grinders
940614;Cantar de bucatarie Terraillon Macaron, 5 kg, Inox;6988939;Cantar de bucatarie Terraillon Macaron Frosted Inox;Scale kitchen
1109387;Mixer vertical Bosch MSM2410D, 400 W, Alb;7277175;Mixer Bosch MSM2410D;Mixers
474822;Statie de calcat Bosch Sensixx DS38 VarioComfort9 TDS3831100, Talpa Ceranium-Glissee, 3100 W, 1.4 l, 400 g/min, Alb/Gri;6392710;Statie de calcat Bosch Sensixx DS38 VarioComfort9 TDS3831100;Irons, Steam generators & Steam Ironing
833207;Sandwich-maker Breville Deep Fill VST041X-01, 850 W, Negru/Inox;6411104;Sandwich maker Breville Deep Fill;Sandwich-makers & Waffle
833206;Sandwich-maker Breville Panini Large VST026X-01, 2000 W, Negru/Inox;6411107;Sandwich maker Breville Panini Large;Sandwich-makers & Waffle
480299;Sandwich-Maker Philips Daily Collection HD2395/00, 820 W, Alb;6397893;Sandwich maker Philips Daily Collection HD2395/00;Sandwich-makers & Waffle
201255;Fierbator corless Philips HD4677/40, 2400 W, 1.7 l, alb;6392742;Fierbator Philips HD4677/40;Kettles
816926;Fierbator Philips HD9302/21 2200 W, 1.5 l, Gri;6392633;Fierbator Philips HD9302/21;Kettles
816898;Fierbator Philips HD9305/21 2200 W, 1.5 l, Gri;6392634;Fierbator Philips HD9305/21;Kettles
1187886;Multicooker Philips HD4749/70, 1070 W, 5 l, 22 Programe automate, Negru;6760305;Philips Multicooker HD4749/70;Multicookers
1001039;Blender + Rasnita Oursson BL0642G/IV, 600 W, 2 l, 7 Viteze, Functie Turbo/Pulse, Alb;6392581;Blender Oursson BL0642G/IV;Blenders & Choppers
1046369;Blender cu rasnita Oursson BL0642G/DC, 600 W, 2l, Visiniu;6820420;Blender Oursson BL0642G/DC;Blenders & Choppers
878973;Espressor automat Krups Espresseria Automatic  EA8160, 1450W, 15 bar, 1.7 l, Negru;6440699;Expresor de cafea Krups Espresseria EA8160;Espresso machine
454568;Espressor Krups Latt'Espress EA8298, Automat, 1.7 l, 15 bari, Negru;6393081;Expresor de cafea Krups Latt'Espress EA8298;Espresso machine
415919;Espressor automat DeLonghi Magnifica S ECAM 22360, 1450W, 15 bar, 1.8 l, Negru/Inox;6393276;Expresor de cafea DeLonghi Magnifica S ECAM22.360.B;Espresso machine
1131202;Espressor automat Oursson AM6244/OR, 1400 W, 19 Bar, Rasnita ceramica, Portocaliu;6832728;Expresor de cafea Oursson AM6244/OR;Espresso machine
341272;Espressor manual Electrolux EEA111, 1470 W, 15 bar, 1.25 l, Negru/Argintiu;6412023;Expresor de cafea Electrolux EEA111;Espresso machine
312308;Espressor Nescafe Dolce Gusto Mini-Me KP1201, 1500W, 15 bar, 0.8 l, Capsule, Alb;6412016;Expresor de cafea Krups NESCAFƒ Dolce Gusto Mini-Me KP1201 Alb;Espresso machine
312307;Sistem de bauturi NESCAFƒ¨ Dolce Gusto¨ Mini-Me KP1205, 0.8 l, 15 Bar, Rosu;6412015;Expresor de cafea Krups NESCAFƒ Dolce Gusto Mini-Me KP1205;Espresso machine
200778;Espressor Nescafe Dolce Gusto Piccolo KP1000E20, 1500W, 15 bar, 0.6l, Capsule, Negru;6397728;Expresor de cafea Krups Dolce Gusto Piccolo KP1000E2;Espresso machine
1094799;Aspirator cu sac Gorenje VCEA23FGS, 3 l, Tub telescopic, Fitru Hepa, 700 W, Verde;6393683;Aspirator Gorenje VCEA23FGS;Vacuum cleaners
1032069;Periuta de dinti electrica Philips Sonicare DiamondClean HX9362/67, 31000 miscari de curatare/minut, 5 moduri, 2 capete, Roz;6820187;Philips Sonicare Diamond Clean HX9362/67;Electric tooth brushes & Irrigators
837266;Periuta de dinti electrica Philips Sonicare EasyClean HX6511/02, 1 program, 1 capat, Alb;6398224;Philips Periuta electrica Sonicare EasyClean reincarcabila HX6511/02;Electric tooth brushes & Irrigators
941597;Periuta de dinti electrica Philips Sonicare HealthyWhite HX6721/35, 31000 miscari de curatare/minut, 3 programe, 1 cap de periere, Mov;6412093;Philips Sonicare HealthyWhite HX6721/35;Electric tooth brushes & Irrigators
1089793;Periuta de dinti PHILIPS Sonicare FlexCare+ HX6921/06, 31.000 miscari de curatare/minut;6754114;Philips Sonicare FlexCare+ HX6921/06;Electric tooth brushes & Irrigators
1032065;Rezerva periuta de dinti electrica Philips Sonicare DiamondClean Compact HX6072/07, 2 buc;6773444;Philips Rezerve Sonicare DiamondClean Compact HX6072/07 2 buc.;Electric tooth brushes & Irrigators
1087950;Dus bucal Bodyform BM4900;6398807;Laica Bodyform BM4900;Electric tooth brushes & Irrigators
416716;Irigator bucal Mirage Dental Hydrofloss Kitty Waterjet;6398815;Mirage Dental Dus bucal Hydrofloss Kitty Waterjet;Electric tooth brushes & Irrigators
143777;Irigator oral Panasonic EW-DJ10-A503;6398919;Panasonic EW-DJ10-A503;Electric tooth brushes & Irrigators
161961;Irigator Panasonic EW-DJ40-W503, 2 programe, 1 capat;6398928;Panasonic EW-DJ40-W503;Electric tooth brushes & Irrigators
808761;Periuta de dinti electrica Dental Revolution OObrush cu baterii;6398822;Dental Revolution Periuta de dinti electrica OObrush cu baterii;Electric tooth brushes & Irrigators
808762;Periuta de dinti electrica Dental Revolution OObrush reincarcabila;6398927;Dental Revolution Periuta de dinti electrica OObrush reincarcabila;Electric tooth brushes & Irrigators
849059;Periuta de dinti electrica Panasonic EW-DE92-S803, Argintiu;6398817;Panasonic Sonic Vibration EW-DE92-S803;Electric tooth brushes & Irrigators
849058;Periuta de dinti electrica Panasonic EW-DL82-W803, Alb;6398810;Panasonic Sonic Vibration EW-DL82-W803;Electric tooth brushes & Irrigators
